,preco,num_quartos,num_banheiros,num_vagas,tamanho,tipo,cidade,regiao,itens_disponiveis,itens_indisponiveis,data_completa,dia,mes,ano,dia_da_semana,dia_da_semana_extenso,semana_do_ano,quarter,estado
3520,790000,3.0,3.0,2.0,191.0,casa,contagem,novo eldorado,"['banheira de hidromassagem', 'box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'apartamento cobertura', 'home-office', 'quartos e corredores com portas amplas', 'quintal', 'area de servico', 'garden/area privativa']","['piscina privativa', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'somente uma casa no terreno']",30/01/2025,30.0,1.0,2025.0,3.0,quinta-feira,5.0,q1,rs
3521,235000,2.0,1.0,1.0,45.0,apartamento,belo horizonte,camargos,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'cozinha americana', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",02/02/2025,2.0,2.0,2025.0,6.0,domingo,5.0,q1,rs
3522,350000,2.0,1.0,1.0,43.0,apartamento,contagem,arvoredo ii,['area de servico'],"['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",09/02/2025,9.0,2.0,2025.0,6.0,domingo,6.0,q1,rs
3523,270000,3.0,1.0,1.0,170.0,apartamento,contagem,novo riacho,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3524,220000,2.0,1.0,1.0,70.0,apartamento,belo horizonte,california,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,rs
3525,500000,4.0,2.0,3.0,530.0,casa,belo horizonte,hawai justinopolis,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,rs
3526,230000,2.0,1.0,1.0,66.0,casa,contagem,chacara contagem,"['box', 'varanda', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",14/02/2025,14.0,2.0,2025.0,4.0,sexta-feira,7.0,q1,rs
3527,215000,2.0,2.0,1.0,55.0,apartamento,belo horizonte,santa maria,"['box', 'varanda', 'armarios nos banheiros', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3528,199000,2.0,2.0,1.0,120.0,casa,contagem,eldorado,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'apartamento cobertura', 'closet', 'cozinha americana', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal']",19/09/2024,19.0,9.0,2024.0,3.0,quinta-feira,38.0,q3,rs
3529,290000,3.0,1.0,1.0,74.0,apartamento,contagem,novo eldorado,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3530,160000,3.0,1.0,1.0,60.0,apartamento,contagem,jardim vera cruz,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",25/01/2025,25.0,1.0,2025.0,5.0,sabado,4.0,q1,rs
3531,290000,2.0,2.0,1.0,67.0,apartamento,contagem,europa,"['box', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/04/2024,19.0,4.0,2024.0,4.0,sexta-feira,16.0,q2,rs
3532,200000,2.0,1.0,2.0,53.0,apartamento,contagem,industrial,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3533,280000,2.0,1.0,1.0,51.0,apartamento,belo horizonte,serrano,"['quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3534,550000,2.0,2.0,2.0,128.0,apartamento,contagem,santa cruz industrial,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'fogao incluso', 'quartos e corredores com portas amplas', 'quintal', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'somente uma casa no terreno']",04/02/2025,4.0,2.0,2025.0,1.0,terca-feira,6.0,q1,rs
3535,380000,2.0,1.0,2.0,72.0,apartamento,contagem,inconfidentes,"['varanda', 'cozinha americana', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3536,215000,3.0,1.0,1.0,70.0,apartamento,contagem,jardim industrial,"['quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3537,492000,2.0,3.0,2.0,110.0,casa,contagem,alvorada,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,rs
3538,265000,3.0,1.0,0.0,71.0,apartamento,belo horizonte,california,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3539,300000,3.0,1.0,1.0,90.0,casa,contagem,lucio de abreu,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'quintal', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'somente uma casa no terreno']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3540,440000,3.0,2.0,2.0,96.0,apartamento,contagem,inconfidentes,"['box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'closet', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",18/02/2025,18.0,2.0,2025.0,1.0,terca-feira,8.0,q1,rs
3541,310000,2.0,1.0,1.0,91.0,casa,contagem,riacho das pedras,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'quartos e corredores com portas amplas', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",19/09/2024,19.0,9.0,2024.0,3.0,quinta-feira,38.0,q3,rs
3542,243000,2.0,1.0,1.0,68.0,apartamento,contagem,arvoredo ii,"['box', 'armarios nos banheiros', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",04/02/2025,4.0,2.0,2025.0,1.0,terca-feira,6.0,q1,rs
3543,430000,3.0,2.0,2.0,182.0,apartamento,contagem,industrial,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'apartamento cobertura', 'home-office', 'quartos e corredores com portas amplas', 'quintal', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'somente uma casa no terreno']",10/02/2025,10.0,2.0,2025.0,0.0,segunda-feira,7.0,q1,rs
3544,200000,3.0,1.0,1.0,70.0,apartamento,belo horizonte,california,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'home-office', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/09/2024,19.0,9.0,2024.0,3.0,quinta-feira,38.0,q3,rs
3545,180000,2.0,1.0,2.0,54.0,apartamento,contagem,jardim riacho das pedras,"['armarios no quarto', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'quartos e corredores com portas amplas', 'quintal', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'somente uma casa no terreno', 'garden/area privativa']",13/02/2025,13.0,2.0,2025.0,3.0,quinta-feira,7.0,q1,rs
3546,325000,2.0,1.0,1.0,144.0,apartamento,contagem,novo riacho,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",15/02/2025,15.0,2.0,2025.0,5.0,sabado,7.0,q1,rs
3547,450000,3.0,3.0,2.0,120.0,casa,contagem,bernardo monteiro,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/01/2025,19.0,1.0,2025.0,6.0,domingo,3.0,q1,rs
3548,270000,2.0,1.0,1.0,75.0,casa,contagem,eldorado,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'home-office', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/08/2024,19.0,8.0,2024.0,0.0,segunda-feira,34.0,q3,rs
3549,192000,2.0,1.0,2.0,58.0,apartamento,belo horizonte,santa terezinha,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/11/2024,19.0,11.0,2024.0,1.0,terca-feira,47.0,q4,rs
3550,160000,2.0,1.0,1.0,45.0,apartamento,contagem,sapucaias i,"['box', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",31/01/2025,31.0,1.0,2025.0,4.0,sexta-feira,5.0,q1,rs
3551,515000,4.0,3.0,3.0,180.0,casa,belo horizonte,novo gloria,"['armarios no quarto', 'armarios na cozinha']",['apartamento cobertura'],11/02/2025,11.0,2.0,2025.0,1.0,terca-feira,7.0,q1,rs
3552,200000,2.0,1.0,1.0,60.0,apartamento,contagem,chacaras reunidas santa terezinha,"['box', 'armarios no quarto', 'armarios na cozinha', 'jardim', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/05/2024,19.0,5.0,2024.0,6.0,domingo,20.0,q2,rs
3553,230000,2.0,1.0,1.0,90.0,apartamento,contagem,alvorada,"['box', 'armarios no quarto', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/03/2024,19.0,3.0,2024.0,1.0,terca-feira,12.0,q1,rs
3554,580000,2.0,2.0,5.0,352.0,casa,belo horizonte,coqueiros,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'closet', 'jardim', 'quintal', 'somente uma casa no terreno', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'cozinha americana', 'home-office', 'quartos e corredores com portas amplas', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3555,798000,4.0,4.0,4.0,280.0,casa,contagem,alvorada,"['box', 'varanda', 'armarios na cozinha', 'fogao incluso', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office']",03/02/2025,3.0,2.0,2025.0,0.0,segunda-feira,6.0,q1,rs
3556,670000,3.0,1.0,1.0,305.0,casa,contagem,industrial,"['box', 'varanda', 'apartamento cobertura', 'quintal', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'somente uma casa no terreno']",15/02/2025,15.0,2.0,2025.0,5.0,sabado,7.0,q1,rs
3557,210000,2.0,1.0,1.0,54.0,apartamento,contagem,centro,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3558,225000,3.0,1.0,1.0,60.0,apartamento,contagem,amazonas,"['box', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3559,650000,3.0,2.0,7.0,130.0,casa,contagem,inconfidentes,"['armarios nos banheiros', 'armarios na cozinha', 'geladeira inclusa', 'quartos e corredores com portas amplas', 'quintal', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'somente uma casa no terreno', 'garden/area privativa']",23/01/2025,23.0,1.0,2025.0,3.0,quinta-feira,4.0,q1,rs
3560,460000,2.0,1.0,2.0,8023.0,apartamento,contagem,santa cruz industrial,"['box', 'varanda', 'quartos e corredores com portas amplas', 'area de servico', 'garden/area privativa']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno']",29/01/2025,29.0,1.0,2025.0,2.0,quarta-feira,5.0,q1,rs
3561,155000,2.0,1.0,1.0,45.0,apartamento,contagem,inconfidentes,"['quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",22/01/2025,22.0,1.0,2025.0,2.0,quarta-feira,4.0,q1,rs
3562,260000,2.0,2.0,1.0,67.0,casa,contagem,parque xangri-la,"['box', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'cozinha americana', 'quintal', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'armarios no quarto', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'garden/area privativa']",19/08/2024,19.0,8.0,2024.0,0.0,segunda-feira,34.0,q3,rs
3563,240000,2.0,1.0,1.0,47.0,apartamento,contagem,eldorado,"['box', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'fogao incluso', 'geladeira inclusa', 'home-office', 'quartos e corredores com portas amplas', 'area de servico']","['banheira de hidromassagem', 'varanda', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'banheiro adaptado', 'closet', 'cozinha americana', 'jardim', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",07/02/2025,7.0,2.0,2025.0,4.0,sexta-feira,6.0,q1,rs
3564,650000,3.0,2.0,1.0,300.0,casa,belo horizonte,madre gertrudes,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'jardim', 'quintal', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'garden/area privativa']",28/01/2025,28.0,1.0,2025.0,1.0,terca-feira,5.0,q1,rs
3565,950000,4.0,4.0,4.0,185.0,casa,contagem,centro,"['box', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'armarios na cozinha', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'somente uma casa no terreno', 'garden/area privativa']",19/07/2024,19.0,7.0,2024.0,4.0,sexta-feira,29.0,q3,rs
3566,680000,3.0,3.0,2.0,195.0,casa,belo horizonte,serrano,"['box', 'varanda', 'armarios nos banheiros', 'armarios na cozinha', 'ar condicionado', 'quintal', 'area de servico']","['banheira de hidromassagem', 'piscina privativa', 'armarios no quarto', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'somente uma casa no terreno', 'garden/area privativa']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3567,219600,2.0,1.0,1.0,47.0,apartamento,contagem,chacaras california,"['armarios na cozinha', 'cozinha americana', 'area de servico']","['banheira de hidromassagem', 'box', 'varanda', 'piscina privativa', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno']",19/12/2024,19.0,12.0,2024.0,3.0,quinta-feira,51.0,q4,rs
3568,220000,2.0,1.0,1.0,57.0,apartamento,contagem,bairro da gloria,"['box', 'armarios na cozinha', 'area de servico']","['banheira de hidromassagem', 'varanda', 'armarios no quarto', 'armarios nos banheiros', 'ar condicionado', 'chuveiro a gas', 'apartamento cobertura', 'fogao incluso', 'geladeira inclusa', 'banheiro adaptado', 'closet', 'cozinha americana', 'home-office', 'jardim', 'quartos e corredores com portas amplas', 'quintal', 'somente uma casa no terreno', 'garden/area privativa']",19/10/2024,19.0,10.0,2024.0,5.0,sabado,42.0,q4,rs
